     qtr, qtr_win,id,  l_ult3m,  l_ult5m,  l_ult9m, l_ult13m, l_ugt13m,      u_q,      Xjf,      Yjf, data_qtr,data_qtr3,
     684,      84, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -0.5064,   0.2588,  -4.4653,  -0.4711,
     685,      85, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -0.6580,   0.1913,  -4.6279,  -0.5341,
     686,      86, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -0.7122,   0.3059,  -4.6929,  -0.4148,
     687,      87, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -0.6984,   0.2940,  -4.6901,  -0.4222,
     688,      88, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -0.4711,   0.3226,  -4.4737,  -0.3890,
     689,      89, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -0.6004,   0.2019,  -4.6138,  -0.5051,
     690,      90, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -0.6041,   0.2440,  -4.6285,  -0.4585,
     691,      91, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -0.6088,   0.2300,  -4.6441,  -0.4678,
     692,      92, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -0.6654,   0.2755,  -4.7116,  -0.4178,
     693,      93, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -0.4329,   0.3208,  -4.4900,  -0.3679,
     694,      94, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -0.3125,   0.1937,  -4.3806,  -0.4904,
     695,      95, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -0.2660,   0.1353,  -4.3450,  -0.5443,
     696,      96, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -0.1510,   0.1648,  -4.2409,  -0.5102,
     697,      97, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -0.0174,   0.0669,  -4.1182,  -0.6035,
     698,      98, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -0.1685,  -0.0256,  -4.2802,  -0.6915,
     699,      99, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -0.1009,   0.1220,  -4.2235,  -0.5393,
     700,     100, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -0.0551,   0.0379,  -4.1886,  -0.6188,
     701,     101, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,   0.0175,   0.0493,  -4.1270,  -0.6028,
     702,     102, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,   0.0417,   0.0056,  -4.1136,  -0.6419,
